claim_id,policy_id,claim_date,reported_date,closed_date,claim_type,claim_status,claim_amount,approved_amount,deductible_applied,adjuster_id,cause_of_loss,description,created_at,updated_at
CLM-0001546,POL-0008164,2022-04-11,2022-04-12,2022-09-09,OTHER,CLOSED,31313.49,15508.77,5000.0,ADJ-0188,VANDALISM,Claim for burst pipe damage,2022-04-12T00:00:00,2022-09-09T00:00:00
CLM-0001547,POL-0008168,2022-05-09,2022-05-23,,FIRE,DENIED,230929.68,0,0,ADJ-0093,THEFT,Claim for wind damage,2022-05-23T00:00:00,2022-05-26T00:00:00
CLM-0001548,POL-0008173,2022-02-06,2022-02-15,,OTHER,UNDER_REVIEW,93725.92,0,0,ADJ-0108,SINKHOLE,Claim for lightning damage,2022-02-15T00:00:00,2022-03-11T00:00:00
CLM-0001549,POL-0008173,2022-06-12,2022-06-17,,WIND_DAMAGE,DENIED,148559.15,0,0,ADJ-0185,FLOOD,Claim for lightning damage,2022-06-17T00:00:00,2022-07-17T00:00:00
CLM-0001550,POL-0008175,2022-05-15,2022-05-15,,LIABILITY,OPEN,68812.47,0,0,ADJ-0030,SINKHOLE,Claim for sinkhole damage,2022-05-15T00:00:00,2022-05-16T00:00:00
CLM-0001551,POL-0008175,2021-09-12,2021-09-14,,HAIL,UNDER_REVIEW,46110.78,0,0,ADJ-0089,BURST_PIPE,Claim for tree fall damage,2021-09-14T00:00:00,2021-10-14T00:00:00
CLM-0001552,POL-0008183,2025-03-09,2025-03-19,,WIND_DAMAGE,DENIED,244200.02,0,0,ADJ-0080,FIRE,Claim for hurricane damage,2025-03-19T00:00:00,2025-04-08T00:00:00
CLM-0001553,POL-0008183,2024-07-08,2024-07-16,,FLOOD,UNDER_REVIEW,207980.69,0,0,ADJ-0137,VANDALISM,Claim for tree fall damage,2024-07-16T00:00:00,2024-08-02T00:00:00
CLM-0001554,POL-0008183,2024-11-24,2024-12-03,,WATER_DAMAGE,DENIED,98746.67,0,0,ADJ-0045,SINKHOLE,Claim for fire damage,2024-12-03T00:00:00,2024-12-20T00:00:00
CLM-0001555,POL-0008204,2022-01-09,2022-01-14,,HAIL,UNDER_REVIEW,243518.58,0,0,ADJ-0089,HURRICANE,Claim for sinkhole damage,2022-01-14T00:00:00,2022-02-02T00:00:00
CLM-0001556,POL-0008224,2023-01-17,2023-01-17,2023-05-23,FIRE,CLOSED,148845.44,56792.88,500.0,ADJ-0069,VANDALISM,Claim for burst pipe damage,2023-01-17T00:00:00,2023-05-23T00:00:00
CLM-0001557,POL-0008236,2023-09-30,2023-10-03,,WIND_DAMAGE,UNDER_REVIEW,184424.17,0,0,ADJ-0057,TORNADO,Claim for theft damage,2023-10-03T00:00:00,2023-10-17T00:00:00
CLM-0001558,POL-0008252,2022-07-17,2022-07-28,,THEFT,UNDER_REVIEW,121416.68,0,0,ADJ-0167,BURST_PIPE,Claim for hail damage,2022-07-28T00:00:00,2022-08-11T00:00:00
CLM-0001559,POL-0008252,2022-01-25,2022-01-26,,THEFT,DENIED,229313.22,0,0,ADJ-0131,WIND,Claim for lightning damage,2022-01-26T00:00:00,2022-02-22T00:00:00
CLM-0001560,POL-0008264,2023-09-29,2023-10-05,,WATER_DAMAGE,OPEN,71985.9,0,0,ADJ-0180,HURRICANE,Claim for theft damage,2023-10-05T00:00:00,2023-10-27T00:00:00
CLM-0001561,POL-0008275,2023-04-29,2023-05-07,2023-07-25,OTHER,CLOSED,180329.03,160466.95,1500.0,ADJ-0155,TREE_FALL,Claim for vandalism damage,2023-05-07T00:00:00,2023-07-25T00:00:00
CLM-0001562,POL-0008275,2024-04-02,2024-04-11,,LIABILITY,REOPENED,188787.66,0,0,ADJ-0121,TREE_FALL,Claim for burst pipe damage,2024-04-11T00:00:00,2024-04-25T00:00:00
CLM-0001563,POL-0008276,2023-03-25,2023-04-01,2023-05-20,LIABILITY,CLOSED,126626.23,102194.92,2000.0,ADJ-0084,SINKHOLE,Claim for lightning damage,2023-04-01T00:00:00,2023-05-20T00:00:00
CLM-0001564,POL-0008278,2024-12-14,2024-12-27,,PROPERTY_DAMAGE,REOPENED,138505.07,0,0,ADJ-0107,WIND,Claim for hurricane damage,2024-12-27T00:00:00,2025-01-18T00:00:00
CLM-0001565,POL-0008283,2022-08-11,2022-08-21,,THEFT,APPROVED,224608.58,195577.61,2000.0,ADJ-0022,TREE_FALL,Claim for flood damage,2022-08-21T00:00:00,2022-09-04T00:00:00
CLM-0001566,POL-0008287,2023-11-29,2023-12-03,,WATER_DAMAGE,DENIED,220673.39,0,0,ADJ-0088,HAIL,Claim for lightning damage,2023-12-03T00:00:00,2023-12-16T00:00:00
CLM-0001567,POL-0008287,2024-08-20,2024-08-24,,MOLD,UNDER_REVIEW,210989.43,0,0,ADJ-0129,HURRICANE,Claim for wind damage,2024-08-24T00:00:00,2024-09-22T00:00:00
CLM-0001568,POL-0008289,2023-10-07,2023-10-09,2024-01-29,OTHER,CLOSED,186881.61,68257.66,1500.0,ADJ-0152,FIRE,Claim for wind damage,2023-10-09T00:00:00,2024-01-29T00:00:00
CLM-0001569,POL-0008289,2023-07-11,2023-07-25,,OTHER,DENIED,185644.33,0,0,ADJ-0139,HAIL,Claim for burst pipe damage,2023-07-25T00:00:00,2023-08-03T00:00:00
CLM-0001570,POL-0008295,2025-03-18,2025-03-25,2025-05-21,MOLD,CLOSED,237529.36,190527.89,1500.0,ADJ-0006,HURRICANE,Claim for sinkhole damage,2025-03-25T00:00:00,2025-05-21T00:00:00
CLM-0001571,POL-0008298,2024-11-30,2024-12-07,,FIRE,APPROVED,120523.1,105618.58,1500.0,ADJ-0145,LIGHTNING,Claim for hurricane damage,2024-12-07T00:00:00,2024-12-14T00:00:00
CLM-0001572,POL-0008299,2025-02-18,2025-03-01,,PROPERTY_DAMAGE,DENIED,43490.09,0,0,ADJ-0121,BURST_PIPE,Claim for fire damage,2025-03-01T00:00:00,2025-03-31T00:00:00
CLM-0001573,POL-0008304,2024-08-31,2024-09-03,2024-12-12,PROPERTY_DAMAGE,CLOSED,9291.13,3596.01,5000.0,ADJ-0150,FIRE,Claim for vandalism damage,2024-09-03T00:00:00,2024-12-12T00:00:00
CLM-0001574,POL-0008308,2024-12-08,2024-12-12,,THEFT,APPROVED,101491.91,58905.89,5000.0,ADJ-0107,WIND,Claim for theft damage,2024-12-12T00:00:00,2025-01-09T00:00:00
CLM-0001575,POL-0008308,2024-06-14,2024-06-21,,OTHER,OPEN,175971.67,0,0,ADJ-0096,TORNADO,Claim for theft damage,2024-06-21T00:00:00,2024-06-25T00:00:00
CLM-0001576,POL-0008318,2023-08-27,2023-09-07,,LIABILITY,REOPENED,143735.03,0,0,ADJ-0011,TREE_FALL,Claim for lightning damage,2023-09-07T00:00:00,2023-10-02T00:00:00
CLM-0001577,POL-0008325,2021-08-29,2021-09-08,2021-10-19,OTHER,CLOSED,233929.88,80044.36,500.0,ADJ-0184,WIND,Claim for tree fall damage,2021-09-08T00:00:00,2021-10-19T00:00:00
CLM-0001578,POL-0008336,2023-01-17,2023-01-30,,HAIL,DENIED,51273.41,0,0,ADJ-0075,FIRE,Claim for burst pipe damage,2023-01-30T00:00:00,2023-02-26T00:00:00
CLM-0001579,POL-0008338,2025-04-15,2025-04-27,,WIND_DAMAGE,APPROVED,89416.89,48914.49,2000.0,ADJ-0171,THEFT,Claim for hail damage,2025-04-27T00:00:00,2025-05-22T00:00:00
CLM-0001580,POL-0008338,2025-08-26,2025-09-06,,WATER_DAMAGE,OPEN,101839.43,0,0,ADJ-0034,TREE_FALL,Claim for theft damage,2025-09-06T00:00:00,2025-09-11T00:00:00
CLM-0001581,POL-0008343,2022-07-31,2022-08-11,2022-08-20,FLOOD,CLOSED,146556.74,56348.93,5000.0,ADJ-0182,BURST_PIPE,Claim for sinkhole damage,2022-08-11T00:00:00,2022-08-20T00:00:00
CLM-0001582,POL-0008344,2023-01-15,2023-01-27,,THEFT,OPEN,136990.98,0,0,ADJ-0076,FLOOD,Claim for hail damage,2023-01-27T00:00:00,2023-02-01T00:00:00
CLM-0001583,POL-0008345,2022-06-21,2022-06-24,2022-08-08,LIABILITY,CLOSED,162283.25,91768.84,500.0,ADJ-0169,THEFT,Claim for sinkhole damage,2022-06-24T00:00:00,2022-08-08T00:00:00
CLM-0001584,POL-0008348,2023-10-24,2023-10-29,,WIND_DAMAGE,OPEN,209133.16,0,0,ADJ-0077,VANDALISM,Claim for tree fall damage,2023-10-29T00:00:00,2023-10-31T00:00:00
CLM-0001585,POL-0008349,2022-02-24,2022-03-04,,THEFT,UNDER_REVIEW,38839.2,0,0,ADJ-0156,SINKHOLE,Claim for sinkhole damage,2022-03-04T00:00:00,2022-04-01T00:00:00
CLM-0001586,POL-0008349,2022-11-10,2022-11-12,,THEFT,DENIED,42620.3,0,0,ADJ-0115,WIND,Claim for lightning damage,2022-11-12T00:00:00,2022-12-12T00:00:00
CLM-0001587,POL-0008350,2025-03-02,2025-03-11,2025-09-06,PROPERTY_DAMAGE,CLOSED,132675.13,64400.18,1000.0,ADJ-0073,BURST_PIPE,Claim for tree fall damage,2025-03-11T00:00:00,2025-09-06T00:00:00
CLM-0001588,POL-0008355,2021-09-29,2021-10-02,,FIRE,REOPENED,185464.25,0,0,ADJ-0102,LIGHTNING,Claim for tornado damage,2021-10-02T00:00:00,2021-10-13T00:00:00
CLM-0001589,POL-0008365,2023-05-02,2023-05-05,,OTHER,DENIED,65533.82,0,0,ADJ-0104,TORNADO,Claim for flood damage,2023-05-05T00:00:00,2023-05-29T00:00:00
CLM-0001590,POL-0008372,2022-01-18,2022-01-28,,OTHER,UNDER_REVIEW,66782.29,0,0,ADJ-0134,TREE_FALL,Claim for wind damage,2022-01-28T00:00:00,2022-01-29T00:00:00
CLM-0001591,POL-0008375,2024-12-01,2024-12-11,,MOLD,DENIED,146498.38,0,0,ADJ-0024,WIND,Claim for lightning damage,2024-12-11T00:00:00,2024-12-29T00:00:00
CLM-0001592,POL-0008379,2025-07-05,2025-07-09,,WATER_DAMAGE,UNDER_REVIEW,246536.4,0,0,ADJ-0077,TREE_FALL,Claim for theft damage,2025-07-09T00:00:00,2025-07-19T00:00:00
CLM-0001593,POL-0008385,2023-09-10,2023-09-14,,OTHER,OPEN,205394.72,0,0,ADJ-0100,FIRE,Claim for flood damage,2023-09-14T00:00:00,2023-09-19T00:00:00
CLM-0001594,POL-0008388,2025-02-22,2025-03-08,,OTHER,DENIED,168852.94,0,0,ADJ-0176,FIRE,Claim for lightning damage,2025-03-08T00:00:00,2025-03-31T00:00:00
CLM-0001595,POL-0008388,2025-04-12,2025-04-19,,WIND_DAMAGE,UNDER_REVIEW,18401.15,0,0,ADJ-0090,FIRE,Claim for wind damage,2025-04-19T00:00:00,2025-05-08T00:00:00
CLM-0001596,POL-0008398,2025-01-01,2025-01-06,2025-04-12,PROPERTY_DAMAGE,CLOSED,228878.03,112985.63,1000.0,ADJ-0119,HURRICANE,Claim for tornado damage,2025-01-06T00:00:00,2025-04-12T00:00:00
CLM-0001597,POL-0008398,2025-06-11,2025-06-19,,FIRE,UNDER_REVIEW,27256.66,0,0,ADJ-0191,FIRE,Claim for vandalism damage,2025-06-19T00:00:00,2025-07-11T00:00:00
CLM-0001598,POL-0008401,2021-08-24,2021-08-31,,FIRE,APPROVED,59343.04,25240.78,5000.0,ADJ-0025,HAIL,Claim for tornado damage,2021-08-31T00:00:00,2021-09-11T00:00:00
CLM-0001599,POL-0008410,2021-11-29,2021-12-04,,LIABILITY,REOPENED,150482.31,0,0,ADJ-0087,LIGHTNING,Claim for tornado damage,2021-12-04T00:00:00,2021-12-15T00:00:00
CLM-0001600,POL-0008414,2024-02-08,2024-02-22,2024-04-05,MOLD,CLOSED,95961.34,44101.39,5000.0,ADJ-0165,VANDALISM,Claim for burst pipe damage,2024-02-22T00:00:00,2024-04-05T00:00:00
CLM-0001601,POL-0008414,2024-03-07,2024-03-21,2024-05-24,PROPERTY_DAMAGE,CLOSED,8222.49,3468.91,5000.0,ADJ-0166,TORNADO,Claim for fire damage,2024-03-21T00:00:00,2024-05-24T00:00:00
CLM-0001602,POL-0008423,2022-10-18,2022-10-24,,PROPERTY_DAMAGE,UNDER_REVIEW,211119.0,0,0,ADJ-0085,VANDALISM,Claim for tree fall damage,2022-10-24T00:00:00,2022-11-13T00:00:00
CLM-0001603,POL-0008427,2022-12-15,2022-12-22,,FLOOD,OPEN,64262.39,0,0,ADJ-0156,LIGHTNING,Claim for vandalism damage,2022-12-22T00:00:00,2023-01-01T00:00:00
CLM-0001604,POL-0008432,2025-04-28,2025-05-03,2025-06-18,THEFT,CLOSED,48427.94,40476.56,500.0,ADJ-0060,TORNADO,Claim for tornado damage,2025-05-03T00:00:00,2025-06-18T00:00:00
CLM-0001605,POL-0008432,2025-06-19,2025-06-24,,FLOOD,UNDER_REVIEW,222549.12,0,0,ADJ-0130,LIGHTNING,Claim for lightning damage,2025-06-24T00:00:00,2025-07-21T00:00:00
CLM-0001606,POL-0008437,2021-11-24,2021-11-26,,FLOOD,DENIED,33379.14,0,0,ADJ-0040,LIGHTNING,Claim for theft damage,2021-11-26T00:00:00,2021-12-07T00:00:00
CLM-0001607,POL-0008439,2023-10-02,2023-10-11,2024-01-26,FLOOD,CLOSED,148305.56,119739.19,5000.0,ADJ-0075,HAIL,Claim for burst pipe damage,2023-10-11T00:00:00,2024-01-26T00:00:00
CLM-0001608,POL-0008440,2025-03-11,2025-03-13,,WIND_DAMAGE,REOPENED,59106.19,0,0,ADJ-0052,THEFT,Claim for theft damage,2025-03-13T00:00:00,2025-04-06T00:00:00
CLM-0001609,POL-0008446,2025-02-02,2025-02-09,,FLOOD,REOPENED,165024.93,0,0,ADJ-0066,LIGHTNING,Claim for tree fall damage,2025-02-09T00:00:00,2025-03-03T00:00:00
CLM-0001610,POL-0008447,2024-01-05,2024-01-09,,WATER_DAMAGE,OPEN,80231.93,0,0,ADJ-0165,FIRE,Claim for theft damage,2024-01-09T00:00:00,2024-01-12T00:00:00
CLM-0001611,POL-0008450,2022-08-29,2022-09-12,2023-02-03,LIABILITY,CLOSED,243610.85,208575.35,5000.0,ADJ-0051,TREE_FALL,Claim for tornado damage,2022-09-12T00:00:00,2023-02-03T00:00:00
CLM-0001612,POL-0008450,2023-05-07,2023-05-15,,LIABILITY,REOPENED,225869.94,0,0,ADJ-0175,TREE_FALL,Claim for tornado damage,2023-05-15T00:00:00,2023-05-21T00:00:00
CLM-0001613,POL-0008455,2025-12-08,2025-12-16,,HAIL,UNDER_REVIEW,206426.44,0,0,ADJ-0002,HURRICANE,Claim for burst pipe damage,2025-12-16T00:00:00,2026-01-03T00:00:00
CLM-0001614,POL-0008455,2025-08-05,2025-08-05,,HAIL,APPROVED,1205.93,491.68,1500.0,ADJ-0078,TREE_FALL,Claim for tree fall damage,2025-08-05T00:00:00,2025-08-20T00:00:00
CLM-0001615,POL-0008465,2024-06-11,2024-06-17,,WIND_DAMAGE,APPROVED,208158.01,172678.76,2000.0,ADJ-0183,TORNADO,Claim for lightning damage,2024-06-17T00:00:00,2024-06-26T00:00:00
CLM-0001616,POL-0008465,2024-04-29,2024-05-01,2024-08-15,HAIL,CLOSED,196325.56,65156.08,2000.0,ADJ-0029,HURRICANE,Claim for hail damage,2024-05-01T00:00:00,2024-08-15T00:00:00
CLM-0001617,POL-0008465,2024-06-16,2024-06-18,,MOLD,DENIED,39854.69,0,0,ADJ-0158,FIRE,Claim for hurricane damage,2024-06-18T00:00:00,2024-07-04T00:00:00
CLM-0001618,POL-0008474,2021-07-19,2021-07-31,2021-08-19,PROPERTY_DAMAGE,CLOSED,52228.61,23805.57,1000.0,ADJ-0103,FLOOD,Claim for flood damage,2021-07-31T00:00:00,2021-08-19T00:00:00
CLM-0001619,POL-0008474,2021-09-16,2021-09-30,,WIND_DAMAGE,REOPENED,227257.48,0,0,ADJ-0006,VANDALISM,Claim for theft damage,2021-09-30T00:00:00,2021-10-28T00:00:00
CLM-0001620,POL-0008481,2021-11-26,2021-12-04,,WIND_DAMAGE,UNDER_REVIEW,17924.16,0,0,ADJ-0196,TORNADO,Claim for hail damage,2021-12-04T00:00:00,2022-01-03T00:00:00
CLM-0001621,POL-0008483,2025-01-04,2025-01-10,,WIND_DAMAGE,DENIED,219583.24,0,0,ADJ-0039,VANDALISM,Claim for burst pipe damage,2025-01-10T00:00:00,2025-01-23T00:00:00
CLM-0001622,POL-0008486,2025-04-07,2025-04-19,,FLOOD,DENIED,13339.53,0,0,ADJ-0027,WIND,Claim for burst pipe damage,2025-04-19T00:00:00,2025-04-22T00:00:00
CLM-0001623,POL-0008489,2022-11-07,2022-11-21,2023-05-02,MOLD,CLOSED,6488.13,4535.0,500.0,ADJ-0092,FLOOD,Claim for hurricane damage,2022-11-21T00:00:00,2023-05-02T00:00:00
CLM-0001624,POL-0008489,2023-05-31,2023-06-11,,OTHER,OPEN,131842.79,0,0,ADJ-0153,BURST_PIPE,Claim for vandalism damage,2023-06-11T00:00:00,2023-07-08T00:00:00
CLM-0001625,POL-0008493,2024-05-23,2024-05-25,,PROPERTY_DAMAGE,DENIED,226204.92,0,0,ADJ-0193,VANDALISM,Claim for burst pipe damage,2024-05-25T00:00:00,2024-06-17T00:00:00
CLM-0001626,POL-0008500,2022-06-24,2022-07-01,,FIRE,APPROVED,50479.89,23404.78,5000.0,ADJ-0067,TORNADO,Claim for hurricane damage,2022-07-01T00:00:00,2022-07-28T00:00:00
CLM-0001627,POL-0008511,2023-02-08,2023-02-11,,WIND_DAMAGE,UNDER_REVIEW,225995.3,0,0,ADJ-0066,TREE_FALL,Claim for tree fall damage,2023-02-11T00:00:00,2023-02-20T00:00:00
CLM-0001628,POL-0008514,2023-05-03,2023-05-07,,LIABILITY,APPROVED,126831.64,80411.82,1000.0,ADJ-0127,FIRE,Claim for fire damage,2023-05-07T00:00:00,2023-05-10T00:00:00
CLM-0001629,POL-0008517,2022-09-20,2022-10-01,,THEFT,REOPENED,12311.42,0,0,ADJ-0144,BURST_PIPE,Claim for burst pipe damage,2022-10-01T00:00:00,2022-10-22T00:00:00
CLM-0001630,POL-0008520,2022-06-03,2022-06-11,,MOLD,OPEN,231760.31,0,0,ADJ-0191,LIGHTNING,Claim for burst pipe damage,2022-06-11T00:00:00,2022-06-16T00:00:00
CLM-0001631,POL-0008556,2024-11-30,2024-12-09,,WIND_DAMAGE,DENIED,15417.4,0,0,ADJ-0016,LIGHTNING,Claim for wind damage,2024-12-09T00:00:00,2024-12-23T00:00:00
CLM-0001632,POL-0008561,2021-11-23,2021-11-23,,FIRE,REOPENED,80630.68,0,0,ADJ-0018,TREE_FALL,Claim for wind damage,2021-11-23T00:00:00,2021-12-16T00:00:00
CLM-0001633,POL-0008576,2022-04-01,2022-04-14,,OTHER,REOPENED,159372.45,0,0,ADJ-0091,SINKHOLE,Claim for theft damage,2022-04-14T00:00:00,2022-05-13T00:00:00
CLM-0001634,POL-0008576,2022-01-16,2022-01-21,,HAIL,REOPENED,185338.22,0,0,ADJ-0115,HURRICANE,Claim for vandalism damage,2022-01-21T00:00:00,2022-02-14T00:00:00
CLM-0001635,POL-0008583,2024-11-11,2024-11-16,,FIRE,APPROVED,96346.38,63964.45,1000.0,ADJ-0148,HURRICANE,Claim for wind damage,2024-11-16T00:00:00,2024-11-22T00:00:00
CLM-0001636,POL-0008584,2025-01-12,2025-01-24,,WIND_DAMAGE,OPEN,198910.46,0,0,ADJ-0200,WIND,Claim for hail damage,2025-01-24T00:00:00,2025-02-14T00:00:00
CLM-0001637,POL-0008584,2025-07-28,2025-07-31,,PROPERTY_DAMAGE,APPROVED,97539.09,81863.68,5000.0,ADJ-0132,WIND,Claim for hail damage,2025-07-31T00:00:00,2025-08-12T00:00:00
CLM-0001638,POL-0008584,2024-11-21,2024-11-21,2025-04-28,FIRE,CLOSED,244261.12,152493.57,5000.0,ADJ-0037,SINKHOLE,Claim for flood damage,2024-11-21T00:00:00,2025-04-28T00:00:00
CLM-0001639,POL-0008585,2023-12-11,2023-12-20,2024-01-09,HAIL,CLOSED,184119.96,153475.23,2000.0,ADJ-0048,FLOOD,Claim for tornado damage,2023-12-20T00:00:00,2024-01-09T00:00:00
CLM-0001640,POL-0008597,2023-12-24,2024-01-04,,OTHER,OPEN,89778.99,0,0,ADJ-0001,LIGHTNING,Claim for flood damage,2024-01-04T00:00:00,2024-01-21T00:00:00
CLM-0001641,POL-0008599,2024-01-21,2024-01-25,,OTHER,REOPENED,186880.96,0,0,ADJ-0157,TORNADO,Claim for wind damage,2024-01-25T00:00:00,2024-02-15T00:00:00
CLM-0001642,POL-0008605,2021-11-10,2021-11-19,2022-01-23,PROPERTY_DAMAGE,CLOSED,162416.15,120141.36,2500.0,ADJ-0149,LIGHTNING,Claim for wind damage,2021-11-19T00:00:00,2022-01-23T00:00:00
CLM-0001643,POL-0008610,2025-01-15,2025-01-20,,WATER_DAMAGE,UNDER_REVIEW,46919.36,0,0,ADJ-0021,TORNADO,Claim for vandalism damage,2025-01-20T00:00:00,2025-01-22T00:00:00
CLM-0001644,POL-0008611,2023-04-04,2023-04-13,2023-06-26,FIRE,CLOSED,12822.16,11680.29,2500.0,ADJ-0038,VANDALISM,Claim for theft damage,2023-04-13T00:00:00,2023-06-26T00:00:00
CLM-0001645,POL-0008611,2022-08-01,2022-08-06,,THEFT,UNDER_REVIEW,158277.7,0,0,ADJ-0181,HAIL,Claim for burst pipe damage,2022-08-06T00:00:00,2022-09-01T00:00:00
CLM-0001646,POL-0008643,2023-09-15,2023-09-19,,WIND_DAMAGE,OPEN,101443.31,0,0,ADJ-0152,HURRICANE,Claim for hurricane damage,2023-09-19T00:00:00,2023-09-23T00:00:00
CLM-0001647,POL-0008643,2022-12-31,2023-01-09,2023-02-08,PROPERTY_DAMAGE,CLOSED,146396.35,51317.37,500.0,ADJ-0129,SINKHOLE,Claim for hurricane damage,2023-01-09T00:00:00,2023-02-08T00:00:00
CLM-0001648,POL-0008645,2022-11-23,2022-12-07,,PROPERTY_DAMAGE,REOPENED,33684.3,0,0,ADJ-0012,HURRICANE,Claim for sinkhole damage,2022-12-07T00:00:00,2022-12-11T00:00:00
CLM-0001649,POL-0008652,2021-08-28,2021-08-30,2021-10-12,OTHER,CLOSED,118407.63,72047.0,2000.0,ADJ-0182,FIRE,Claim for wind damage,2021-08-30T00:00:00,2021-10-12T00:00:00
CLM-0001650,POL-0008657,2024-10-21,2024-10-28,,MOLD,OPEN,86329.6,0,0,ADJ-0083,WIND,Claim for burst pipe damage,2024-10-28T00:00:00,2024-11-14T00:00:00
CLM-0001651,POL-0008664,2024-09-04,2024-09-07,,FIRE,UNDER_REVIEW,247778.15,0,0,ADJ-0110,BURST_PIPE,Claim for tornado damage,2024-09-07T00:00:00,2024-10-07T00:00:00
CLM-0001652,POL-0008682,2024-03-29,2024-04-11,2024-10-08,HAIL,CLOSED,241699.92,141226.47,5000.0,ADJ-0196,HURRICANE,Claim for sinkhole damage,2024-04-11T00:00:00,2024-10-08T00:00:00
CLM-0001653,POL-0008683,2022-09-14,2022-09-24,,FLOOD,OPEN,162173.97,0,0,ADJ-0059,TREE_FALL,Claim for hurricane damage,2022-09-24T00:00:00,2022-09-27T00:00:00
CLM-0001654,POL-0008699,2024-11-30,2024-12-11,,THEFT,DENIED,43805.69,0,0,ADJ-0177,SINKHOLE,Claim for fire damage,2024-12-11T00:00:00,2024-12-14T00:00:00
CLM-0001655,POL-0008699,2025-05-10,2025-05-19,,LIABILITY,UNDER_REVIEW,122258.57,0,0,ADJ-0190,WIND,Claim for hail damage,2025-05-19T00:00:00,2025-05-25T00:00:00
CLM-0001656,POL-0008704,2025-02-09,2025-02-10,,FLOOD,DENIED,1909.57,0,0,ADJ-0147,SINKHOLE,Claim for lightning damage,2025-02-10T00:00:00,2025-02-19T00:00:00
CLM-0001657,POL-0008706,2023-07-29,2023-08-02,,HAIL,APPROVED,204152.55,73020.27,1000.0,ADJ-0075,FIRE,Claim for burst pipe damage,2023-08-02T00:00:00,2023-08-20T00:00:00
CLM-0001658,POL-0008708,2021-09-24,2021-09-27,,THEFT,OPEN,15032.03,0,0,ADJ-0128,SINKHOLE,Claim for tornado damage,2021-09-27T00:00:00,2021-10-17T00:00:00
CLM-0001659,POL-0008713,2023-03-26,2023-03-28,,FLOOD,APPROVED,162933.85,66797.34,2500.0,ADJ-0030,HAIL,Claim for fire damage,2023-03-28T00:00:00,2023-04-04T00:00:00
CLM-0001660,POL-0008721,2022-03-05,2022-03-05,,HAIL,OPEN,29941.92,0,0,ADJ-0178,HAIL,Claim for tree fall damage,2022-03-05T00:00:00,2022-04-04T00:00:00
CLM-0001661,POL-0008728,2024-01-14,2024-01-24,,THEFT,OPEN,48396.6,0,0,ADJ-0117,THEFT,Claim for burst pipe damage,2024-01-24T00:00:00,2024-02-23T00:00:00
CLM-0001662,POL-0008732,2022-07-03,2022-07-06,,WIND_DAMAGE,OPEN,124236.51,0,0,ADJ-0188,WIND,Claim for vandalism damage,2022-07-06T00:00:00,2022-07-14T00:00:00
CLM-0001663,POL-0008734,2022-04-30,2022-05-04,,FLOOD,APPROVED,79220.74,31837.75,2500.0,ADJ-0127,HURRICANE,Claim for tree fall damage,2022-05-04T00:00:00,2022-05-18T00:00:00
CLM-0001664,POL-0008738,2024-10-20,2024-10-26,,LIABILITY,UNDER_REVIEW,11291.43,0,0,ADJ-0098,HAIL,Claim for fire damage,2024-10-26T00:00:00,2024-10-29T00:00:00
CLM-0001665,POL-0008749,2021-08-21,2021-09-03,,PROPERTY_DAMAGE,APPROVED,127076.84,78685.46,1000.0,ADJ-0129,FIRE,Claim for lightning damage,2021-09-03T00:00:00,2021-10-03T00:00:00
CLM-0001666,POL-0008753,2024-09-04,2024-09-16,,WATER_DAMAGE,DENIED,100519.46,0,0,ADJ-0008,WIND,Claim for tree fall damage,2024-09-16T00:00:00,2024-10-02T00:00:00
CLM-0001667,POL-0008762,2024-08-11,2024-08-21,,LIABILITY,OPEN,211979.03,0,0,ADJ-0131,TORNADO,Claim for tree fall damage,2024-08-21T00:00:00,2024-09-19T00:00:00
CLM-0001668,POL-0008765,2024-11-01,2024-11-06,,THEFT,REOPENED,187875.57,0,0,ADJ-0076,HAIL,Claim for vandalism damage,2024-11-06T00:00:00,2024-11-09T00:00:00
CLM-0001669,POL-0008778,2022-01-03,2022-01-05,,FIRE,UNDER_REVIEW,225156.57,0,0,ADJ-0017,WIND,Claim for burst pipe damage,2022-01-05T00:00:00,2022-01-31T00:00:00
CLM-0001670,POL-0008778,2022-04-29,2022-05-13,,HAIL,OPEN,128275.89,0,0,ADJ-0154,TORNADO,Claim for vandalism damage,2022-05-13T00:00:00,2022-05-19T00:00:00
CLM-0001671,POL-0008784,2023-11-02,2023-11-07,,FIRE,DENIED,137043.95,0,0,ADJ-0060,HAIL,Claim for hail damage,2023-11-07T00:00:00,2023-12-06T00:00:00
CLM-0001672,POL-0008787,2024-09-24,2024-10-02,,HAIL,REOPENED,241009.78,0,0,ADJ-0090,THEFT,Claim for vandalism damage,2024-10-02T00:00:00,2024-10-05T00:00:00
CLM-0001673,POL-0008787,2024-03-05,2024-03-12,,WATER_DAMAGE,UNDER_REVIEW,219669.58,0,0,ADJ-0176,FIRE,Claim for vandalism damage,2024-03-12T00:00:00,2024-03-29T00:00:00
CLM-0001674,POL-0008798,2021-11-24,2021-12-01,,OTHER,APPROVED,238773.19,110738.69,1500.0,ADJ-0137,THEFT,Claim for hurricane damage,2021-12-01T00:00:00,2021-12-22T00:00:00
CLM-0001675,POL-0008798,2021-06-22,2021-07-01,2021-09-25,THEFT,CLOSED,80881.13,57492.32,1500.0,ADJ-0124,BURST_PIPE,Claim for vandalism damage,2021-07-01T00:00:00,2021-09-25T00:00:00
